effect,group,term,estimate,std.error,statistic,df,metric,model_id,formula,study_id,p.value,dataID,p.adjust
ran_pars,Residual,sd__Observation,0.8980657218119102,NA,NA,NA,SES_FEve,base,value ~ year_scaled + (year_scaled|study_id/rarefyID),NA,NA,NA,NA
fixed,NA,(Intercept),0.21157362740703625,0.20705761288667424,1.0218104249218487,36.54814989723595,SES_FEve,taxa,value ~ year_scaled * taxa + (year_scaled|study_id/rarefyID),NA,NA,NA,NA
fixed,NA,year_scaled,-0.01087934182887934,0.024743080989662,-0.43969228542819216,1.2308465266165596,SES_FEve,taxa,value ~ year_scaled * taxa + (year_scaled|study_id/rarefyID),NA,NA,NA,NA
fixed,NA,taxaMammals,-0.28107302832157366,0.35345599101236547,-0.7952136488520871,39.47062304509045,SES_FEve,taxa,value ~ year_scaled * taxa + (year_scaled|study_id/rarefyID),NA,NA,NA,NA
fixed,NA,year_scaled:taxaMammals,-0.10267602501798596,0.11435181119596743,-0.8978959226279993,92.39740504173555,SES_FEve,taxa,value ~ year_scaled * taxa + (year_scaled|study_id/rarefyID),NA,NA,NA,NA
ran_pars,rarefyID:study_id,sd__(Intercept),0.40200641418411776,NA,NA,NA,SES_FEve,taxa,value ~ year_scaled * taxa + (year_scaled|study_id/rarefyID),NA,NA,NA,NA
ran_pars,rarefyID:study_id,cor__(Intercept).year_scaled,-0.20837612277929174,NA,NA,NA,SES_FEve,taxa,value ~ year_scaled * taxa + (year_scaled|study_id/rarefyID),NA,NA,NA,NA
ran_pars,rarefyID:study_id,sd__year_scaled,0.1699373001877009,NA,NA,NA,SES_FEve,taxa,value ~ year_scaled * taxa + (year_scaled|study_id/rarefyID),NA,NA,NA,NA
ran_pars,study_id,sd__(Intercept),1.0842399575584403,NA,NA,NA,SES_FEve,taxa,value ~ year_scaled * taxa + (year_scaled|study_id/rarefyID),NA,NA,NA,NA
ran_pars,study_id,cor__(Intercept).year_scaled,-0.6271489314232994,NA,NA,NA,SES_FEve,taxa,value ~ year_scaled * taxa + (year_scaled|study_id/rarefyID),NA,NA,NA,NA
ran_pars,study_id,sd__year_scaled,0.04366596858457926,NA,NA,NA,SES_FEve,taxa,value ~ year_scaled * taxa + (year_scaled|study_id/rarefyID),NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.8980968194221072,NA,NA,NA,SES_FEve,taxa,value ~ year_scaled * taxa + (year_scaled|study_id/rarefyID),NA,NA,NA,NA
group_slope,taxa,Birds,-0.01087934182887934,0.024743080989662,NA,1.2308465266165596,SES_FEve,taxa,value ~ year_scaled * taxa + (year_scaled|study_id/rarefyID),NA,0.7248763208658217,NA,0.9809275686858188
group_slope,taxa,Mammals,-0.1135553668468653,0.1116428083977522,NA,191.2460415336508,SES_FEve,taxa,value ~ year_scaled * taxa + (year_scaled|study_id/rarefyID),NA,0.3103761068228029,NA,0.6821545328815534
contrast,taxa,Birds - Mammals,0.10267602501798596,0.11435181119596743,0.8978959226279993,92.39740504173555,SES_FEve,taxa,value ~ year_scaled * taxa + (year_scaled|study_id/rarefyID),NA,0.3715748123567646,NA,0.7385960118170002
fixed,NA,(Intercept),0.19032033010286978,0.3850046176946988,0.49433259071658747,31.98360035754162,SES_FEve,realm,value ~ year_scaled * realm + (year_scaled|study_id/rarefyID),NA,NA,NA,NA
fixed,NA,year_scaled,-0.0330880057741502,0.05255035590126367,-0.6296437998691944,4.277093836042226,SES_FEve,realm,value ~ year_scaled * realm + (year_scaled|study_id/rarefyID),NA,NA,NA,NA
fixed,NA,realmTerrestrial,-0.11083473431956029,0.4290147950069206,-0.25834711438744756,33.43696314556494,SES_FEve,realm,value ~ year_scaled * realm + (year_scaled|study_id/rarefyID),NA,NA,NA,NA
fixed,NA,year_scaled:realmTerrestrial,0.018094762038181837,0.06283015428886286,0.2879948687534781,3.539339306489417,SES_FEve,realm,value ~ year_scaled * realm + (year_scaled|study_id/rarefyID),NA,NA,NA,NA
